日期,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h,主要污染物,天气1,天气2,气温1,气温2,rain,weather,temp_mean,temp_range
2015/1/1,68,良,48,86,21,1,43,103,PM10,晴,晴,19,6,0,1,12.5,13
2015/1/2,73,良,53,97,19,1.2,62,81,NO2,晴,晴,20,7,0,1,13.5,13
2015/1/3,133,轻度污染,101,154,29,1.7,96,101,PM2.5,晴,晴,21,8,0,1,14.5,13
2015/1/4,91,良,68,107,23,1.5,85,70,NO2,多云,多云,23,14,0,2,18.5,9
2015/1/5,81,良,60,88,28,1.4,78,25,NO2,阴,阴,23,17,0,2,20,6
2015/1/6,110,轻度污染,83,114,21,1.6,84,42,PM2.5,小雨,小雨,24,14,1,3,19,10
2015/1/7,60,良,43,60,16,1.8,36,24,PM2.5,多云,多云,17,10,0,2,13.5,7
2015/1/8,61,良,44,61,18,1.4,33,92,PM2.5,多云,晴,18,6,0,2,12,12
2015/1/9,77,良,56,73,22,1.3,50,77,PM2.5,多云,多云,19,10,0,2,14.5,9
2015/1/10,78,良,57,79,24,1.2,54,85,PM2.5,多云,多云,19,11,0,2,15,8
2015/1/11,74,良,54,68,14,1.2,45,41,PM2.5,小雨,小雨,17,9,1,3,13,8
2015/1/12,46,优,32,43,5,1.2,39,29,NO2,中到大雨,中雨,12,9,1,4,10.5,3
2015/1/13,22,优,13,22,5,1.2,37,41,,小雨,多云,15,7,1,3,11,8
2015/1/14,36,优,23,36,9,1,37,66,,晴,晴,19,6,0,1,12.5,13
2015/1/15,60,良,43,62,10,0.9,54,69,NO2,晴,晴,19,5,0,1,12,14
2015/1/16,83,良,61,98,18,1.3,71,70,NO2,晴,晴,20,8,0,1,14,12
2015/1/17,67,良,48,68,15,0.9,55,85,NO2,多云,晴,19,8,0,2,13.5,11
2015/1/18,100,良,75,101,23,1.1,58,95,PM2.5,晴,晴,20,8,0,1,14,12
2015/1/19,88,良,66,95,20,1.1,60,98,PM2.5,晴,晴,20,7,0,1,13.5,13
2015/1/20,176,中度污染,133,180,37,2.1,145,97,PM2.5,晴,多云,21,10,0,2,15.5,11
2015/1/21,163,中度污染,124,158,33,1.9,120,104,PM2.5,霾,霾,22,9,0,2,15.5,13
2015/1/22,79,良,58,83,19,1.2,75,100,NO2,晴,晴,22,7,0,1,14.5,15
2015/1/23,87,良,64,96,31,1.1,91,105,NO2,晴,多云,23,10,0,2,16.5,13
2015/1/24,98,良,74,103,28,1.1,90,87,NO2,小雨,多云,21,14,1,3,17.5,7
2015/1/25,92,良,69,92,23,1.2,71,51,NO2,多云,多云,23,15,0,2,19,8
2015/1/26,92,良,68,87,22,1.2,69,42,PM2.5,多云,多云,25,14,0,2,19.5,11
2015/1/27,87,良,65,83,22,1.1,68,46,"NO2,PM2.5",多云,多云,24,14,0,2,19,10
2015/1/28,68,良,49,69,14,1,56,78,NO2,多云,多云,21,13,0,2,17,8
2015/1/29,71,良,52,83,19,1,67,82,NO2,多云,阴,21,12,0,2,16.5,9
2015/1/30,51,良,33,52,13,1.2,40,43,PM10,阴,多云,17,8,0,2,12.5,9
2015/1/31,51,良,36,51,12,1,38,33,PM2.5,多云,多云,17,9,0,2,13,8
2015/2/1,58,良,41,59,11,1,41,59,PM2.5,多云,多云,17,10,0,2,13.5,7
2015/2/2,73,良,54,79,14,1.2,61,74,NO2,晴,多云,19,11,0,2,15,8
2015/2/3,106,轻度污染,80,106,22,1.4,80,56,PM2.5,多云,多云,21,12,0,2,16.5,9
2015/2/4,68,良,49,62,12,1.3,42,28,PM2.5,多云,阴,19,9,0,2,14,10
2015/2/5,58,良,42,53,9,1.1,25,63,PM2.5,阴,多云,14,7,0,2,10.5,7
2015/2/6,116,轻度污染,88,111,26,1.1,51,60,PM2.5,多云,多云,17,8,0,2,12.5,9
2015/2/7,129,轻度污染,98,129,26,1.4,70,41,PM2.5,多云,多云,17,10,0,2,13.5,7
2015/2/8,88,良,65,86,18,1,41,105,PM2.5,多云,晴,18,7,0,2,12.5,11
2015/2/9,96,良,72,94,21,1.1,59,117,PM2.5,晴,晴,18,6,0,1,12,12
2015/2/10,124,轻度污染,94,126,24,1.2,79,119,PM2.5,晴,多云,19,9,0,2,14,10
2015/2/11,144,轻度污染,110,142,26,1.4,87,70,PM2.5,多云,多云,20,9,0,2,14.5,11
2015/2/12,147,轻度污染,113,141,15,1.4,73,108,PM2.5,霾,霾,22,9,0,2,15.5,13
2015/2/13,95,良,71,99,16,1.4,95,106,NO2,霾,多云,24,12,0,2,18,12
2015/2/14,85,良,63,91,19,1.2,88,94,NO2,阴,小雨,22,16,1,3,19,6
2015/2/15,102,轻度污染,77,98,6,1.3,60,37,PM2.5,小雨,多云,22,15,1,3,18.5,7
2015/2/16,64,良,46,65,3,1.3,44,46,PM2.5,多云,多云,25,15,0,2,20,10
2015/2/17,54,良,38,52,4,1,40,74,PM2.5,多云,多云,23,14,0,2,18.5,9
2015/2/18,67,良,48,71,7,1,38,98,PM2.5,多云,多云,24,15,0,2,19.5,9
2015/2/19,84,良,62,95,12,1,28,96,PM2.5,小雨,阴,22,16,1,3,19,6
2015/2/20,51,良,36,53,5,0.8,22,81,,小雨,小雨,22,17,1,3,19.5,5
2015/2/21,49,优,33,49,4,0.8,30,61,,小雨,小雨,22,17,1,3,19.5,5
2015/2/22,42,优,29,41,5,0.8,32,48,,小雨,小到中雨,24,18,1,4,21,6
2015/2/23,28,优,18,28,3,0.8,34,23,,中雨,小到中雨,23,19,1,4,21,4
2015/2/24,35,优,24,35,4,0.9,32,36,,阵雨,阴,23,18,1,3,20.5,5
2015/2/25,32,优,23,32,4,0.9,28,42,,阴,阴,27,19,0,2,23,8
2015/2/26,36,优,23,36,7,0.8,32,42,,多云,阴,26,20,0,2,23,6
2015/2/27,31,优,19,31,6,0.8,34,46,,多云,阴,25,19,0,2,22,6
2015/2/28,36,优,23,36,7,0.8,37,49,,阴,小雨,25,13,1,3,19,12
2015/3/1,23,优,10,17,4,0.9,23,46,,阴,多云,17,13,0,2,15,4
2015/3/2,46,优,32,46,10,1,48,31,NO2,多云,阴,20,14,0,2,17,6
2015/3/3,44,优,31,40,8,1.1,49,20,NO2,小雨,小雨,18,12,1,3,15,6
2015/3/4,18,优,11,17,6,0.9,30,36,,小雨,小雨,15,11,1,3,13,4
2015/3/5,25,优,16,25,4,1.1,33,9,,小雨,小雨,17,14,1,3,15.5,3
2015/3/6,17,优,10,17,3,0.9,28,9,,小雨,阴,16,11,1,3,13.5,5
2015/3/7,38,优,24,38,5,1,36,10,,阴,阴,18,14,0,2,16,4
2015/3/8,90,良,67,111,16,1.5,64,26,PM2.5,多云,阴,22,16,0,2,19,6
2015/3/9,89,良,67,93,16,1.6,59,15,PM2.5,阴,阴,21,15,0,2,18,6
2015/3/10,40,优,28,36,5,0.9,34,21,,小雨,小雨,19,13,1,3,16,6
2015/3/11,31,优,22,31,5,0.9,34,13,,小雨,小雨,17,13,1,3,15,4
2015/3/12,26,优,15,26,6,1,38,13,,小雨,多云,16,13,1,3,14.5,3
2015/3/13,48,优,33,48,15,1.1,49,13,NO2,多云,多云,21,16,0,2,18.5,5
2015/3/14,76,良,56,82,18,1.4,74,18,NO2,多云,阴,22,18,0,2,20,4
2015/3/15,66,良,47,69,16,1.3,63,13,NO2,阴,阴,25,20,0,2,22.5,5
2015/3/16,53,良,37,54,15,1,54,21,NO2,阴,阴,25,20,0,2,22.5,5
2015/3/17,42,优,28,42,10,0.7,45,26,NO2,阴,阴,27,21,0,2,24,6
2015/3/18,48,优,31,48,11,0.7,47,34,NO2,阴,阴,26,21,0,2,23.5,5
2015/3/19,52,良,35,55,11,0.8,47,56,NO2,多云,多云,27,20,0,2,23.5,7
2015/3/20,51,良,33,52,9,0.7,43,93,NO2,多云,多云,28,20,0,2,24,8
2015/3/21,67,良,49,74,14,1.2,53,48,"NO2,PM2.5",多云,阴,26,20,0,2,23,6
2015/3/22,82,良,60,80,16,1.5,55,41,PM2.5,多云,阴,26,19,0,2,22.5,7
2015/3/23,57,良,40,63,12,1,53,62,NO2,雷阵雨,阴,25,17,1,3,21,8
2015/3/24,29,优,17,28,7,1,33,57,,阴,阴,23,17,0,2,20,6
2015/3/25,47,优,32,47,8,0.9,41,46,NO2,阴,阴,24,17,0,2,20.5,7
2015/3/26,34,优,24,34,4,0.9,40,25,NO2,阴,阴,23,16,0,2,19.5,7
2015/3/27,45,优,22,33,7,1,37,39,NO2,阴,多云,23,18,0,2,20.5,5
2015/3/28,60,良,43,63,13,1,52,106,NO2,多云,多云,24,18,0,2,21,6
2015/3/29,73,良,48,65,14,1,53,127,臭氧8小时,阵雨,阴,24,19,1,3,21.5,5
2015/3/30,52,良,33,55,12,0.9,46,91,NO2,雷阵雨,雷阵雨,26,20,1,3,23,6
2015/3/31,43,优,25,43,9,0.8,38,48,,雷阵雨,多云,25,22,1,3,23.5,3
2015/4/1,42,优,24,42,8,0.7,38,30,,多云,阴,26,22,0,2,24,4
2015/4/2,39,优,21,39,8,0.8,30,49,,阴,多云,28,23,0,2,25.5,5
2015/4/3,39,优,20,39,8,0.8,33,28,,多云,多云,30,24,0,2,27,6
2015/4/4,33,优,17,33,7,0.7,26,59,,阵雨,多云,29,24,1,3,26.5,5
2015/4/5,49,优,24,37,10,0.7,27,98,,多云,多云,30,23,0,2,26.5,7
2015/4/6,83,良,33,56,16,0.9,43,139,臭氧8小时,多云,多云,30,21,0,2,25.5,9
2015/4/7,64,良,46,72,18,1.3,40,96,PM2.5,阵雨,阴,27,16,1,3,21.5,11
2015/4/8,21,优,12,21,5,1.1,28,34,,阴,阵雨,19,15,1,3,17,4
2015/4/9,34,优,24,33,5,1,33,23,,阴,阵雨,17,13,1,3,15,4
2015/4/10,22,优,13,22,5,1.1,33,22,,小雨,中雨,19,14,1,4,16.5,5
2015/4/11,34,优,24,29,5,1.1,38,19,NO2,中到大雨,小雨,16,13,1,4,14.5,3
2015/4/12,57,良,41,60,14,1.4,43,94,NO2,多云,多云,21,14,0,2,17.5,7
2015/4/13,89,良,61,100,16,1.5,61,147,臭氧8小时,晴,晴,26,13,0,1,19.5,13
2015/4/14,102,轻度污染,32,67,12,0.8,44,162,臭氧8小时,晴,晴,25,12,0,1,18.5,13
2015/4/15,136,轻度污染,50,93,24,0.9,61,200,臭氧8小时,晴,晴,25,14,0,1,19.5,11
2015/4/16,170,中度污染,55,95,23,1,63,235,臭氧8小时,晴,多云,29,15,0,2,22,14
2015/4/17,88,良,44,70,18,1,51,146,臭氧8小时,多云,多云,29,20,0,2,24.5,9
2015/4/18,54,良,31,58,15,0.9,42,63,PM10,多云,阴,29,23,0,2,26,6
2015/4/19,56,良,36,63,11,0.9,40,60,PM10,多云,中雨,31,23,1,4,27,8
2015/4/20,42,优,27,42,11,1.1,40,41,NO2,大雨,中雨,26,18,1,4,22,8
2015/4/21,55,良,22,33,10,1.2,31,106,臭氧8小时,小雨,多云,23,17,1,3,20,6
2015/4/22,69,良,35,51,10,1,39,123,臭氧8小时,多云,多云,28,18,0,2,23,10
2015/4/23,71,良,52,75,17,1.1,57,92,NO2,多云,多云,28,20,0,2,24,8
2015/4/24,71,良,52,77,19,1.2,64,91,NO2,多云,多云,28,20,0,2,24,8
2015/4/25,121,轻度污染,92,117,27,1.5,78,97,PM2.5,阵雨,阴,28,21,1,3,24.5,7
2015/4/26,89,良,66,78,17,1.2,60,77,PM2.5,多云,多云,28,21,0,2,24.5,7
2015/4/27,110,轻度污染,59,83,21,1.2,59,171,臭氧8小时,多云,多云,28,21,0,2,24.5,7
2015/4/28,93,良,40,63,17,1,45,152,臭氧8小时,多云,阴,30,23,0,2,26.5,7
2015/4/29,99,良,49,75,18,1.1,57,159,臭氧8小时,雷阵雨,中雨,29,23,1,4,26,6
2015/4/30,89,良,43,63,12,1,50,147,臭氧8小时,中雨,阴,27,23,1,4,25,4
2015/5/1,37,优,17,29,8,0.8,26,73,,多云,雷阵雨,31,23,1,3,27,8
2015/5/2,28,优,15,28,9,0.8,26,51,,雷阵雨,雷阵雨,30,23,1,3,26.5,7
2015/5/3,66,良,27,44,11,0.9,35,119,臭氧8小时,阴,多云,30,24,0,2,27,6
2015/5/4,62,良,30,45,10,1,36,114,臭氧8小时,多云,雷阵雨,30,24,1,3,27,6
2015/5/5,37,优,23,32,8,1,36,73,,雷阵雨,阵雨,31,25,1,3,28,6
2015/5/6,37,优,25,37,9,0.9,37,38,,阴,雷阵雨,31,25,1,3,28,6
2015/5/7,31,优,20,27,8,0.9,40,62,NO2,雷阵雨,雷阵雨,29,23,1,3,26,6
2015/5/8,36,优,19,36,12,0.8,35,30,,雷阵雨,大到暴雨,31,23,1,4,27,8
2015/5/9,39,优,25,39,13,0.9,42,36,NO2,大雨,中到大雨,29,23,1,4,26,6
2015/5/10,46,优,28,44,17,1,44,91,NO2,雷阵雨,雷阵雨,29,23,1,3,26,6
2015/5/11,37,优,23,37,13,0.8,42,63,NO2,大雨,小雨,29,20,1,4,24.5,9
2015/5/12,75,良,17,40,11,0.7,40,130,臭氧8小时,多云,多云,29,21,0,2,25,8
2015/5/13,61,良,37,72,21,0.9,66,99,NO2,多云,阴,29,22,0,2,25.5,7
2015/5/14,40,优,22,39,14,0.6,34,80,,雷阵雨,阴,30,24,1,3,27,6
2015/5/15,34,优,16,32,13,0.5,28,68,,雷阵雨,阴,32,25,1,3,28.5,7
2015/5/16,33,优,21,30,10,0.8,50,66,NO2,雷阵雨,雷阵雨,31,23,1,3,27,8
2015/5/17,42,优,30,39,14,0.9,52,42,NO2,大雨,中雨,28,24,1,4,26,4
2015/5/18,40,优,21,37,15,0.8,39,79,,中雨,雷阵雨,29,24,1,4,26.5,5
2015/5/19,41,优,22,41,13,0.7,34,81,,雷阵雨,雷阵雨,32,24,1,3,28,8
2015/5/20,32,优,22,32,13,0.7,41,35,NO2,大到暴雨,大到暴雨,30,23,1,4,26.5,7
2015/5/21,33,优,23,30,11,0.8,46,35,NO2,大雨,阵雨,27,22,1,4,24.5,5
2015/5/22,49,优,34,45,12,0.9,47,41,NO2,大雨,大到暴雨,26,22,1,4,24,4
2015/5/23,44,优,31,44,12,1,50,17,NO2,大雨,阵雨,26,22,1,4,24,4
2015/5/24,67,良,49,61,17,1.4,76,32,NO2,阵雨,多云,28,24,1,3,26,4
2015/5/25,99,良,70,87,17,1.3,67,159,臭氧8小时,阵雨,雷阵雨,29,24,1,3,26.5,5
2015/5/26,45,优,27,45,13,0.8,47,57,NO2,雷阵雨,雷阵雨,32,24,1,3,28,8
2015/5/27,46,优,26,46,11,0.7,39,91,,雷阵雨,多云,32,26,1,3,29,6
2015/5/28,61,良,25,45,10,0.7,32,113,臭氧8小时,多云,多云,33,28,0,2,30.5,5
2015/5/29,64,良,26,47,10,0.6,30,117,臭氧8小时,阵雨,多云,33,26,1,3,29.5,7
2015/5/30,57,良,24,42,9,0.7,38,108,,雷阵雨,雷阵雨,32,26,1,3,29,6
2015/5/31,43,优,30,41,12,0.9,53,37,NO2,雷阵雨,雷阵雨,32,26,1,3,29,6
2015/6/1,44,优,26,44,11,0.9,48,33,NO2,雷阵雨,阵雨,32,25,1,3,28.5,7
2015/6/2,34,优,18,33,9,0.6,33,68,,多云,多云,34,27,0,2,30.5,7
2015/6/3,50,优,18,34,11,0.6,30,99,,多云,多云,34,27,0,2,30.5,7
2015/6/4,55,良,21,38,11,0.6,35,106,臭氧8小时,雷阵雨,雷阵雨,35,26,1,3,30.5,9
2015/6/5,39,优,23,39,11,0.8,42,62,NO2,雷阵雨,雷阵雨,33,26,1,3,29.5,7
2015/6/6,63,良,34,48,11,0.9,59,116,NO2,雷阵雨,雷阵雨,33,26,1,3,29.5,7
2015/6/7,36,优,16,31,9,0.8,30,71,,多云,多云,34,26,0,2,30,8
2015/6/8,44,优,18,32,10,1.1,27,88,,雷阵雨,多云,34,26,1,3,30,8
2015/6/9,47,优,19,34,14,0.7,26,93,,雷阵雨,雷阵雨,34,27,1,3,30.5,7
2015/6/10,36,优,21,36,11,0.7,35,65,,雷阵雨,雷阵雨,34,26,1,3,30,8
2015/6/11,37,优,21,35,10,0.8,35,73,,雷阵雨,雷阵雨,33,26,1,3,29.5,7
2015/6/12,49,优,27,45,10,0.9,48,98,NO2,雷阵雨,多云,34,26,1,3,30,8
2015/6/13,47,优,26,47,13,0.9,39,85,,雷阵雨,多云,34,26,1,3,30,8
2015/6/14,31,优,18,31,10,0.7,28,59,,雷阵雨,多云,34,27,1,3,30.5,7
2015/6/15,51,良,18,31,12,0.7,31,101,臭氧8小时,多云,多云,34,26,0,2,30,8
2015/6/16,54,良,23,41,13,0.8,32,105,,多云,晴,35,26,0,2,30.5,9
2015/6/17,58,良,20,36,13,0.7,26,109,臭氧8小时,晴,晴,36,27,0,1,31.5,9
2015/6/18,84,良,21,40,11,0.7,29,141,臭氧8小时,晴,晴,36,28,0,1,32,8
2015/6/19,73,良,18,34,11,0.7,24,127,臭氧8小时,晴,晴,36,28,0,1,32,8
2015/6/20,55,良,18,35,15,0.7,26,106,臭氧8小时,多云,多云,34,28,0,2,31,6
2015/6/21,43,优,18,31,11,0.7,26,85,,雷阵雨,多云,35,27,1,3,31,8
2015/6/22,28,优,15,25,9,0.6,26,56,,雷阵雨,雷阵雨,33,25,1,3,29,8
2015/6/23,32,优,14,23,9,0.7,27,63,,大雨,大雨,30,25,1,4,27.5,5
2015/6/24,28,优,16,28,7,0.7,33,46,,雷阵雨,雷阵雨,32,26,1,3,29,6
2015/6/25,53,良,21,40,8,0.7,29,103,臭氧8小时,雷阵雨,多云,34,27,1,3,30.5,7
2015/6/26,69,良,21,39,8,0.7,26,123,臭氧8小时,雷阵雨,多云,34,27,1,3,30.5,7
2015/6/27,62,良,19,37,9,0.7,22,114,臭氧8小时,多云,晴,36,28,0,2,32,8
2015/6/28,68,良,20,39,10,0.7,22,121,臭氧8小时,晴,晴,35,28,0,1,31.5,7
2015/6/29,89,良,21,40,13,0.7,23,147,臭氧8小时,晴,晴,35,28,0,1,31.5,7
2015/6/30,86,良,26,46,9,0.7,22,143,臭氧8小时,晴,晴,35,28,0,1,31.5,7
2015/7/1,77,良,25,46,9,0.7,26,132,臭氧8小时,晴,晴,36,28,0,1,32,8
2015/7/2,86,良,25,47,9,0.7,24,143,臭氧8小时,晴,多云,36,28,0,2,32,8
2015/7/3,85,良,27,51,11,0.8,27,142,臭氧8小时,多云,多云,36,28,0,2,32,8
2015/7/4,78,良,26,45,9,0.7,25,134,臭氧8小时,雷阵雨,雷阵雨,36,26,1,3,31,10
2015/7/5,48,优,32,44,8,0.9,38,95,,雷阵雨,雷阵雨,33,26,1,3,29.5,7
2015/7/6,50,优,23,30,8,0.9,26,99,,雷阵雨,阴,32,25,1,3,28.5,7
2015/7/7,55,良,23,34,11,0.8,24,106,臭氧8小时,多云,多云,33,26,0,2,29.5,7
2015/7/8,50,优,23,34,8,0.7,23,100,臭氧8小时,多云,多云,32,25,0,2,28.5,7
2015/7/9,40,优,22,35,9,0.8,23,80,,中到大雨,中到大雨,30,24,1,4,27,6
2015/7/10,39,优,15,29,5,0.7,26,77,,多云,多云,32,26,0,2,29,6
2015/7/11,65,良,35,54,11,0.8,39,118,臭氧8小时,多云,晴,35,26,0,2,30.5,9
2015/7/12,101,轻度污染,45,64,10,0.8,39,161,臭氧8小时,晴,晴,36,27,0,1,31.5,9
2015/7/13,159,中度污染,72,101,18,1,42,224,臭氧8小时,晴,晴,36,28,0,1,32,8
2015/7/14,155,中度污染,35,56,12,0.7,34,220,臭氧8小时,晴,多云,36,28,0,2,32,8
2015/7/15,117,轻度污染,27,43,10,0.8,30,179,臭氧8小时,多云,多云,36,28,0,2,32,8
2015/7/16,91,良,36,52,7,0.9,44,149,臭氧8小时,多云,雷阵雨,36,26,1,3,31,10
2015/7/17,74,良,42,61,8,1,50,129,臭氧8小时,中雨,雷阵雨,32,26,1,4,29,6
2015/7/18,52,良,29,44,6,0.9,49,102,NO2,雷阵雨,雷阵雨,32,26,1,3,29,6
2015/7/19,58,良,36,53,6,1,34,110,臭氧8小时,雷阵雨,雷阵雨,34,26,1,3,30,8
2015/7/20,46,优,32,46,6,0.8,33,64,,大雨,大到暴雨,32,25,1,4,28.5,7
2015/7/21,45,优,19,31,8,0.9,36,33,,大雨,中雨,29,25,1,4,27,4
2015/7/22,44,优,25,44,11,0.8,33,77,,雷阵雨,雷阵雨,32,26,1,3,29,6
2015/7/23,43,优,22,43,9,0.8,31,44,,中到大雨,大雨,31,25,1,4,28,6
2015/7/24,43,优,19,34,9,0.8,34,37,,大雨,中到大雨,30,26,1,4,28,4
2015/7/25,44,优,22,44,11,0.9,33,61,,中到大雨,雷阵雨,30,26,1,4,28,4
2015/7/26,38,优,19,38,8,0.7,24,68,,雷阵雨,雷阵雨,32,26,1,3,29,6
2015/7/27,41,优,21,41,10,0.8,31,53,,雷阵雨,多云,33,26,1,3,29.5,7
2015/7/28,46,优,21,38,9,0.8,28,91,,雷阵雨,多云,34,24,1,3,29,10
2015/7/29,42,优,21,40,10,0.8,33,47,,雷阵雨,多云,32,25,1,3,28.5,7
2015/7/30,41,优,22,41,11,0.7,31,53,,雷阵雨,多云,32,25,1,3,28.5,7
2015/7/31,48,优,20,40,12,0.7,30,96,,雷阵雨,多云,32,25,1,3,28.5,7
2015/8/1,86,良,23,42,12,0.7,29,143,臭氧8小时,多云,晴,34,26,0,2,30,8
2015/8/2,75,良,18,36,11,0.6,26,129,臭氧8小时,晴,晴,35,25,0,1,30,10
2015/8/3,85,良,28,50,16,0.7,32,141,臭氧8小时,晴,晴,35,26,0,1,30.5,9
2015/8/4,134,轻度污染,34,58,16,0.8,32,197,臭氧8小时,晴,晴,35,26,0,1,30.5,9
2015/8/5,172,中度污染,47,77,15,0.9,39,237,臭氧8小时,晴,晴,36,26,0,1,31,10
2015/8/6,200,中度污染,46,73,13,0.9,38,265,臭氧8小时,晴,晴,36,28,0,1,32,8
2015/8/7,104,轻度污染,46,72,11,0.9,41,164,臭氧8小时,晴,晴,37,27,0,1,32,10
2015/8/8,76,良,49,70,14,0.9,38,131,臭氧8小时,多云,多云,36,28,0,2,32,8
2015/8/9,60,良,42,64,14,0.8,37,111,臭氧8小时,雷阵雨,雷阵雨,36,26,1,3,31,10
2015/8/10,61,良,36,52,12,1,39,113,臭氧8小时,雷阵雨,雷阵雨,33,26,1,3,29.5,7
2015/8/11,62,良,39,54,12,1,49,35,NO2,雷阵雨,雷阵雨,32,26,1,3,29,6
2015/8/12,104,轻度污染,37,62,13,0.9,36,164,臭氧8小时,雷阵雨,多云,33,26,1,3,29.5,7
2015/8/13,49,优,26,46,10,0.9,39,76,,雷阵雨,雷阵雨,32,26,1,3,29,6
2015/8/14,57,良,29,48,12,0.9,45,43,NO2,雷阵雨,雷阵雨,32,25,1,3,28.5,7
2015/8/15,62,良,31,52,15,0.9,49,40,NO2,雷阵雨,雷阵雨,32,25,1,3,28.5,7
2015/8/16,75,良,37,69,16,1,42,130,臭氧8小时,雷阵雨,多云,32,26,1,3,29,6
2015/8/17,51,良,28,51,14,0.8,36,77,PM10,多云,晴,34,27,0,2,30.5,7
2015/8/18,81,良,28,50,13,0.8,30,137,臭氧8小时,晴,晴,35,27,0,1,31,8
2015/8/19,115,轻度污染,31,52,11,0.8,29,176,臭氧8小时,晴,多云,36,28,0,2,32,8
2015/8/20,68,良,49,74,14,1,46,74,PM2.5,多云,晴,35,26,0,2,30.5,9
2015/8/21,77,良,36,51,14,0.9,30,132,臭氧8小时,晴,晴,36,27,0,1,31.5,9
2015/8/22,82,良,41,57,12,0.9,32,138,臭氧8小时,晴,晴,36,27,0,1,31.5,9
2015/8/23,95,良,48,72,15,0.9,36,154,臭氧8小时,晴,晴,35,27,0,1,31,8
2015/8/24,112,轻度污染,55,80,12,0.9,38,173,臭氧8小时,晴,晴,35,27,0,1,31,8
2015/8/25,110,轻度污染,50,78,11,0.9,44,171,臭氧8小时,晴,晴,35,25,0,1,30,10
2015/8/26,115,轻度污染,64,96,18,1,43,176,臭氧8小时,晴,多云,36,27,0,2,31.5,9
2015/8/27,139,轻度污染,52,77,14,0.9,43,202,臭氧8小时,雷阵雨,阴,34,27,1,3,30.5,7
2015/8/28,73,良,42,58,8,1,46,127,臭氧8小时,雷阵雨,雷阵雨,32,25,1,3,28.5,7
2015/8/29,65,良,43,61,12,1,52,72,NO2,雷阵雨,雷阵雨,32,25,1,3,28.5,7
2015/8/30,53,良,30,39,7,0.9,42,79,NO2,大到暴雨,雷阵雨,30,24,1,4,27,6
2015/8/31,54,良,30,42,10,0.9,43,41,NO2,大雨,雷阵雨,30,24,1,4,27,6
2015/9/1,50,优,30,45,11,1,40,30,,大到暴雨,雷阵雨,30,25,1,4,27.5,5
2015/9/2,45,优,20,34,9,0.8,36,38,,雷阵雨,雷阵雨,30,25,1,3,27.5,5
2015/9/3,57,良,30,48,14,1,45,21,NO2,雷阵雨,雷阵雨,31,25,1,3,28,6
2015/9/4,75,良,30,50,14,0.8,34,129,臭氧8小时,多云,晴,34,26,0,2,30,8
2015/9/5,82,良,28,48,12,0.7,32,138,臭氧8小时,晴,晴,34,26,0,1,30,8
2015/9/6,66,良,27,50,11,0.7,36,119,臭氧8小时,晴,雷阵雨,35,26,1,3,30.5,9
2015/9/7,58,良,30,52,10,0.8,46,57,NO2,中到大雨,雷阵雨,32,25,1,4,28.5,7
2015/9/8,125,轻度污染,43,69,12,0.9,50,187,臭氧8小时,雷阵雨,多云,32,25,1,3,28.5,7
2015/9/9,157,中度污染,59,93,14,1,61,222,臭氧8小时,多云,晴,33,25,0,2,29,8
2015/9/10,136,轻度污染,59,97,18,0.9,63,199,臭氧8小时,晴,晴,32,26,0,1,29,6
2015/9/11,150,轻度污染,55,86,16,0.9,52,214,臭氧8小时,晴,多云,33,26,0,2,29.5,7
2015/9/12,75,良,54,78,9,0.9,46,129,臭氧8小时,多云,多云,32,23,0,2,27.5,9
2015/9/13,79,良,58,73,6,0.9,28,100,PM2.5,多云,多云,31,23,0,2,27,8
2015/9/14,63,良,45,67,6,0.9,39,101,PM2.5,多云,多云,31,24,0,2,27.5,7
2015/9/15,59,良,42,66,8,0.9,44,98,PM2.5,多云,多云,32,25,0,2,28.5,7
2015/9/16,64,良,46,75,9,0.9,47,72,PM2.5,多云,多云,32,25,0,2,28.5,7
2015/9/17,95,良,48,78,12,0.9,50,154,臭氧8小时,多云,晴,32,25,0,2,28.5,7
2015/9/18,110,轻度污染,55,83,15,0.9,48,171,臭氧8小时,晴,多云,34,26,0,2,30,8
2015/9/19,80,良,47,74,13,0.9,40,136,臭氧8小时,多云,雷阵雨,32,24,1,3,28,8
2015/9/20,48,优,30,48,9,0.8,37,80,,中雨,中雨,32,24,1,4,28,8
2015/9/21,63,良,29,42,7,1.1,50,22,NO2,中雨,阵雨,30,24,1,4,27,6
2015/9/22,55,良,39,53,11,1,44,96,"NO2,PM2.5",阵雨,多云,31,25,1,3,28,6
2015/9/23,96,良,33,57,11,0.9,45,155,臭氧8小时,多云,晴,34,26,0,2,30,8
2015/9/24,72,良,32,56,9,0.9,41,126,臭氧8小时,晴,晴,34,26,0,1,30,8
2015/9/25,86,良,43,74,13,0.9,50,143,臭氧8小时,晴,多云,35,26,0,2,30.5,9
2015/9/26,60,良,40,56,11,1,40,112,臭氧8小时,多云,多云,33,26,0,2,29.5,7
2015/9/27,55,良,34,46,7,0.9,23,105,臭氧8小时,晴,晴,34,25,0,1,29.5,9
2015/9/28,69,良,46,71,10,0.9,37,122,臭氧8小时,晴,晴,33,25,0,1,29,8
2015/9/29,68,良,49,84,14,0.9,45,119,PM2.5,多云,多云,33,26,0,2,29.5,7
